packet_count,byte_count,avg_packet_size,packet_rate,tcp_ratio,udp_ratio,unique_ports,label
10,2987,298.7,3.9211213844459745,0.7679845432918364,0.2320154567081636,2,0
18,4974,276.3333333333333,2.306426171343712,0.7446177393786854,0.25538226062131464,1,0
6,4730,788.3333333333334,3.8686473663737893,0.5277500180300034,0.47224998196999657,5,0
8,3953,494.125,2.7883152661633956,0.43512462023981185,0.5648753797601882,1,0
12,4811,400.9166666666667,4.037023595943414,0.7240418704128251,0.2759581295871749,5,0
16,4655,290.9375,3.738993214279017,0.422159582067417,0.577840417932583,3,0
19,1080,56.8421052631579,1.472995058756378,0.4531243073631027,0.5468756926368973,4,0
18,4442,246.77777777777777,2.334750852623878,0.6730161400604839,0.32698385993951606,5,0
9,4999,555.4444444444445,3.4688334444604156,0.7232450903366412,0.2767549096633588,1,0
11,1092,99.27272727272727,2.0856694865609904,0.8628470548391411,0.13715294516085885,2,0
10,2249,224.9,1.0006539525249023,0.5768944954637769,0.4231055045362231,5,0
13,4266,328.15384615384613,4.943357091629309,0.5729058818340249,0.4270941181659751,4,0
18,1272,70.66666666666667,3.059772580895186,0.8699916226477438,0.13000837735225623,5,0
15,1435,95.66666666666667,2.853218476315508,0.6360908537412844,0.3639091462587156,1,0
12,1582,131.83333333333334,2.5099289783230043,0.5853619416162492,0.4146380583837508,3,0
8,2508,313.5,2.9536293501371365,0.799417261195761,0.20058273880423905,1,0
15,959,63.93333333333333,2.1251643948579546,0.6867927433988534,0.31320725660114657,4,0
9,1861,206.77777777777777,3.3719272518267083,0.5869516989598951,0.4130483010401049,2,0
19,1988,104.63157894736842,3.2374514872138356,0.6935376265049006,0.3064623734950994,4,0
14,1519,108.5,2.2253606985555265,0.8936175947392355,0.10638240526076448,2,0
10,3145,314.5,2.819458938395566,0.6330965626361111,0.36690343736388886,5,0
7,1357,193.85714285714286,4.627562781430729,0.5025358872788472,0.49746411272115276,5,0
19,1780,93.6842105263158,3.4575378217106065,0.41098563596331283,0.5890143640366872,2,0
10,3864,386.4,1.7265865922410404,0.7874681291122456,0.21253187088775438,3,0
9,1334,148.22222222222223,2.9139748075531147,0.7267469369389976,0.2732530630610024,2,0
15,1535,102.33333333333333,2.087091620273197,0.6119307829328711,0.38806921706712894,5,0
18,675,37.5,3.898418240401401,0.5666676643506738,0.43333233564932616,3,0
9,4504,500.44444444444446,3.7379938557999832,0.6525308753190477,0.34746912468095226,2,0
11,3785,344.09090909090907,3.9411147819004544,0.4676282844510683,0.5323717155489317,1,0
19,1404,73.89473684210526,3.6618696491207876,0.6711078593092387,0.32889214069076134,2,0
20,1414,70.7,1.0066963215003395,0.5788698652815395,0.4211301347184605,3,0
5,3064,612.8,2.2333918287600416,0.46846199378436604,0.531538006215634,5,0
9,1526,169.55555555555554,2.130632177704602,0.4329340160674714,0.5670659839325286,4,0
19,1521,80.05263157894737,1.2375131118198692,0.7365464879815058,0.2634535120184942,3,0
9,522,58.0,3.420676686805483,0.690314753624133,0.30968524637586703,2,0
19,4392,231.1578947368421,2.129949593224612,0.5203025607180132,0.4796974392819868,2,0
7,3252,464.57142857142856,3.562054172637805,0.4894717656500567,0.5105282343499433,4,0
16,4973,310.8125,2.034899727306669,0.8596594822830006,0.1403405177169994,1,0
10,1046,104.6,3.7656978187092105,0.406788771917652,0.593211228082348,4,0
17,3464,203.76470588235293,2.8991549118135733,0.624810372031978,0.375189627968022,3,0
9,1686,187.33333333333334,2.8946723955030533,0.8140329887457671,0.18596701125423287,2,0
11,1289,117.18181818181819,4.208152755551462,0.5071599107085518,0.4928400892914482,5,0
10,3187,318.7,1.0070466286016564,0.813748817249361,0.186251182750639,2,0
17,4169,245.23529411764707,2.056762145541156,0.6223693890972981,0.3776306109027019,3,0
17,1064,62.588235294117645,4.4415674110149705,0.8348792805034916,0.16512071949650842,3,0
6,1118,186.33333333333334,1.3616496007802334,0.6096117674604482,0.3903882325395518,4,0
15,2304,153.6,4.59416391485196,0.8310046336517882,0.16899536634821177,3,0
15,1206,80.4,2.0615936157373427,0.4914455476588213,0.5085544523411787,5,0
5,2413,482.6,3.9104292430974836,0.5092462548921639,0.4907537451078361,4,0
7,2781,397.2857142857143,1.4805557480637601,0.4722504374858629,0.5277495625141371,2,0
11,4183,380.27272727272725,3.212820853671364,0.4269411677859672,0.5730588322140329,2,0
5,1868,373.6,2.8666921230918185,0.5145036569558402,0.4854963430441598,3,0
6,2377,396.1666666666667,1.8404271854900904,0.6383705009078149,0.3616294990921851,5,0
13,2357,181.30769230769232,3.080150798422472,0.7325089188783276,0.2674910811216724,1,0
11,2762,251.0909090909091,4.391475846889648,0.5964868356743505,0.40351316432564954,5,0
6,2628,438.0,4.333593557267061,0.6280593246219727,0.37194067537802733,1,0
13,2312,177.84615384615384,2.746508042392156,0.6662497945353497,0.3337502054646503,3,0
15,3805,253.66666666666666,1.5928304740594892,0.49746927542132585,0.5025307245786741,1,0
6,1170,195.0,3.0295860589262333,0.8944396931402738,0.10556030685972617,4,0
9,3024,336.0,4.707407897326185,0.7333978681530963,0.26660213184690373,4,0
15,733,48.86666666666667,3.2753841350637574,0.718624565268252,0.281375434731748,4,0
19,1619,85.21052631578948,3.4130820773921786,0.4814775893024881,0.5185224106975119,3,0
18,2791,155.05555555555554,4.573539019339367,0.8262220406221412,0.17377795937785878,3,0
16,661,41.3125,3.49121691028247,0.7825644509392364,0.21743554906076357,3,0
18,929,51.611111111111114,3.4075630545529014,0.5983865561594275,0.4016134438405725,2,0
5,4690,938.0,1.2750746862317843,0.8336479225886398,0.16635207741136016,1,0
8,4518,564.75,2.960097299943826,0.7797449729893946,0.2202550270106054,4,0
14,2656,189.71428571428572,2.934142628014225,0.7048959711319517,0.2951040288680483,3,0
20,4336,216.8,4.0303806584814685,0.7082145968975287,0.29178540310247125,2,0
10,4614,461.4,1.7928477496706186,0.4651966265900566,0.5348033734099433,3,0
17,3497,205.7058823529412,3.2457848941683918,0.8290386993465879,0.17096130065341208,3,0
9,4427,491.8888888888889,3.625558310976671,0.5958554530681941,0.4041445469318059,4,0
7,2860,408.57142857142856,4.328176324243239,0.7709773778829829,0.22902262211701707,5,0
12,1205,100.41666666666667,2.209645118757761,0.5076324799771501,0.4923675200228499,1,0
11,2532,230.1818181818182,3.647433342761397,0.4345316142895037,0.5654683857104963,1,0
6,3196,532.6666666666666,3.3503580209220294,0.5298940453227293,0.4701059546772707,5,0
6,824,137.33333333333334,2.7318040969665125,0.44184605140041333,0.5581539485995867,5,0
9,4720,524.4444444444445,2.4939090822072476,0.6456463387841322,0.35435366121586775,4,0
12,4194,349.5,2.4519643390297166,0.649461076207732,0.35053892379226803,1,0
13,2975,228.84615384615384,1.8116905307074647,0.5534398498358132,0.4465601501641868,1,0
5,3197,639.4,1.5809126721713684,0.4409849273387754,0.5590150726612246,4,0
9,813,90.33333333333333,2.020803307103536,0.4183806295318812,0.5816193704681187,2,0
8,4867,608.375,2.3930207381654753,0.4324867698478467,0.5675132301521533,4,0
6,521,86.83333333333333,3.8352990890783993,0.8222910448388108,0.17770895516118923,2,0
17,2344,137.88235294117646,3.6233295683967466,0.6474109164599331,0.3525890835400669,5,0
18,932,51.77777777777778,1.7184619706202566,0.40185346220713947,0.5981465377928605,5,0
11,4309,391.72727272727275,3.5580625891708912,0.7150274070540428,0.2849725929459572,3,0
12,4795,399.5833333333333,3.360839196147319,0.7128871048373866,0.2871128951626134,3,0
14,3167,226.21428571428572,3.9113588947272304,0.7112203319118839,0.28877966808811606,4,0
16,1667,104.1875,2.725711362539249,0.5199996224442798,0.4800003775557202,3,0
16,1087,67.9375,3.737721270945737,0.8805340927277086,0.11946590727229145,2,0
20,4884,244.2,1.2943453005355767,0.5456262984614884,0.45437370153851164,1,0
8,2296,287.0,2.433415341528511,0.5314875149676437,0.4685124850323563,2,0
8,1911,238.875,1.8029920361131753,0.8587232156365376,0.14127678436346236,4,0
6,1639,273.1666666666667,4.584422324994145,0.7118397072518555,0.2881602927481445,4,0
6,884,147.33333333333334,1.1744127424011084,0.7948894232764869,0.20511057672351307,1,0
8,4296,537.0,4.351249144034882,0.4375017384203848,0.5624982615796152,3,0
12,1544,128.66666666666666,3.0509545958652904,0.8183168133928669,0.18168318660713312,3,0
7,3117,445.2857142857143,4.123990285844682,0.46555204545869366,0.5344479545413063,5,0
14,3718,265.57142857142856,1.9167082919366636,0.5430921457696827,0.4569078542303173,4,0
5,2718,543.6,1.8254747638875823,0.4063600035388833,0.5936399964611168,3,0
6,4805,800.8333333333334,1.9568300399079366,0.6887821191255669,0.31121788087443314,3,0
6,3439,573.1666666666666,2.6976369501379707,0.47360843200870256,0.5263915679912974,3,0
19,3971,209.0,3.102256664464008,0.5437757145192907,0.45622428548070926,4,0
15,3861,257.4,3.150890721593143,0.41529712744468184,0.5847028725553182,2,0
16,1734,108.375,1.9816823678673372,0.5392987122330328,0.46070128776696717,4,0
6,2169,361.5,3.4177470488657304,0.746354254176752,0.25364574582324795,4,0
11,3385,307.72727272727275,3.726893780623578,0.6482764154888556,0.3517235845111444,4,0
20,1317,65.85,2.697461915305568,0.8087078010672826,0.19129219893271743,5,0
5,2249,449.8,3.4112171104551012,0.6965470475716009,0.3034529524283991,4,0
17,3220,189.41176470588235,4.760878869585987,0.7055166052887045,0.2944833947112955,3,0
7,613,87.57142857142857,1.242367521853748,0.4904833894828474,0.5095166105171526,5,0
20,4776,238.8,1.6696152276120957,0.5655981458998556,0.4344018541001444,2,0
16,4518,282.375,2.93514093213309,0.8866580599089626,0.11334194009103737,5,0
12,2107,175.58333333333334,2.6487273326001057,0.5749383746624199,0.4250616253375801,4,0
20,2251,112.55,2.9889140710607123,0.42286476360493236,0.5771352363950677,2,0
12,4048,337.3333333333333,3.584237100938073,0.857790453970227,0.14220954602977298,2,0
20,1584,79.2,3.4565463696380228,0.8320489614303057,0.1679510385696943,3,0
11,3676,334.1818181818182,1.550664431062148,0.8281179453124226,0.17188205468757745,4,0
19,2641,139.0,1.8405392792730995,0.4559972262658396,0.5440027737341604,2,0
10,2152,215.2,1.0078932058802526,0.639881191795283,0.360118808204717,3,0
6,1921,320.1666666666667,1.8210350073615702,0.7852729803231948,0.2147270196768052,2,0
18,1083,60.166666666666664,2.7058099995476566,0.6971820956005559,0.3028179043994441,1,0
14,1653,118.07142857142857,2.3283167892291337,0.7950533738337928,0.20494662616620718,1,0
15,3217,214.46666666666667,1.5961015623753285,0.5673973655691651,0.4326026344308349,1,0
12,1577,131.41666666666666,1.6984435122396944,0.8228811266896874,0.17711887331031262,2,0
17,1973,116.05882352941177,1.9467586942725044,0.8396128066851007,0.16038719331489926,3,0
6,3461,576.8333333333334,2.4649876940604827,0.5096969758514651,0.4903030241485349,4,0
16,4663,291.4375,2.5408396386161165,0.5489641552548208,0.4510358447451792,3,0
5,3869,773.8,3.3744697033414757,0.6907234901719743,0.3092765098280257,4,0
10,3797,379.7,3.2899831545811216,0.5444866699538788,0.45551333004612116,2,0
13,1198,92.15384615384616,4.8002086811220614,0.4523489638706456,0.5476510361293544,3,0
17,753,44.294117647058826,1.7234388579841347,0.5697064359896504,0.43029356401034957,2,0
7,1692,241.71428571428572,2.4777071298796147,0.41486435050718545,0.5851356494928146,5,0
14,935,66.78571428571429,2.752432643077088,0.5597184452764318,0.4402815547235682,3,0
16,1955,122.1875,3.8287076461807015,0.5438678294203725,0.4561321705796275,3,0
15,2990,199.33333333333334,4.30758286557843,0.8073666286614807,0.19263337133851932,4,0
7,1030,147.14285714285714,3.6047729069506467,0.48185765042788464,0.5181423495721154,1,0
6,2610,435.0,2.421120145677216,0.6268268639729471,0.37317313602705293,2,0
10,1433,143.3,4.523830852484037,0.6744492256364767,0.3255507743635233,2,0
16,935,58.4375,3.1757417240702743,0.68585526941573,0.31414473058426995,1,0
11,3771,342.8181818181818,3.997990898228588,0.44364260035718867,0.5563573996428113,3,0
6,1398,233.0,3.415474672867479,0.7274858483133029,0.2725141516866971,4,0
13,2566,197.3846153846154,1.655608476912437,0.6462776420105177,0.35372235798948226,5,0
10,3001,300.1,2.9959807086176076,0.5149351598987306,0.4850648401012694,1,0
20,2359,117.95,4.739065972541986,0.6762791604023037,0.32372083959769626,2,0
17,4438,261.05882352941177,3.9484584140967636,0.681624713765373,0.31837528623462696,1,0
14,4582,327.2857142857143,1.5631025129144516,0.6770971581466256,0.32290284185337437,1,0
17,1256,73.88235294117646,1.586728448084847,0.7398727112610328,0.2601272887389672,3,0
11,866,78.72727272727273,3.2430203318383155,0.5014784540061391,0.4985215459938609,1,0
8,4966,620.75,3.4725117325603896,0.6680907562274827,0.3319092437725173,5,0
9,3071,341.22222222222223,4.158704134351197,0.5360616414259249,0.46393835857407506,1,0
6,2374,395.6666666666667,1.2341982100581883,0.6208666640474594,0.3791333359525406,2,0
5,1492,298.4,2.274313547504171,0.7793925800743026,0.22060741992569743,1,0
10,2397,239.7,4.45224460883504,0.7922045571690095,0.2077954428309905,4,0
20,2172,108.6,1.2824170038267098,0.4237094640563461,0.5762905359436539,4,0
11,1913,173.9090909090909,2.7009397294960875,0.5417114360819617,0.4582885639180383,2,0
7,1652,236.0,1.9071473477801568,0.5649039696412673,0.4350960303587327,4,0
6,2022,337.0,4.927473911372798,0.6648201112576257,0.33517988874237425,3,0
8,2922,365.25,2.9161639198575218,0.8093639223266258,0.1906360776733742,1,0
13,4399,338.38461538461536,4.310882350787671,0.7557495777848784,0.2442504222151216,4,0
17,3491,205.35294117647058,3.0846227551675676,0.8775479232659184,0.12245207673408165,2,0
19,1630,85.78947368421052,3.723456443284861,0.5769046934991724,0.4230953065008276,2,0
5,4446,889.2,4.402601359748044,0.6355226513721042,0.3644773486278958,5,0
15,2959,197.26666666666668,3.8646973806553633,0.4769300111451804,0.5230699888548196,3,0
5,2628,525.6,1.113239152477783,0.889287054250556,0.11071294574944401,4,0
17,1966,115.6470588235294,4.528096727293532,0.5610464199819347,0.4389535800180653,4,0
11,1880,170.9090909090909,3.9501941113940404,0.6445247740267739,0.3554752259732261,5,0
14,1670,119.28571428571429,2.0332128278272217,0.7117680453794508,0.2882319546205492,2,0
5,1746,349.2,2.383134664234995,0.5052283511184252,0.49477164888157477,3,0
8,4063,507.875,2.1658248589867006,0.5772433071347443,0.42275669286525575,4,0
20,4893,244.65,3.400009639625888,0.5013725153768059,0.49862748462319406,3,0
6,4882,813.6666666666666,2.243053857023879,0.6515768278006212,0.3484231721993788,3,0
18,2146,119.22222222222223,3.6190588768621876,0.8916993912452185,0.10830060875478154,2,0
14,4670,333.57142857142856,1.8907979645055732,0.5122870273262954,0.4877129726737046,3,0
19,1570,82.63157894736842,1.2824601946263603,0.4383214077564537,0.5616785922435463,3,0
11,1012,92.0,4.704211546874074,0.4942828665406926,0.5057171334593074,1,0
5,1501,300.2,4.097215600701908,0.6105664307434893,0.38943356925651074,4,0
16,643,40.1875,1.458846813080302,0.4714051088502283,0.5285948911497718,4,0
11,2588,235.27272727272728,3.0012229888034527,0.60383853544195,0.39616146455805,5,0
17,1436,84.47058823529412,4.517562763628689,0.5781547826638663,0.42184521733613367,4,0
10,2407,240.7,1.2678261519838845,0.7252073500716125,0.2747926499283875,3,0
17,1202,70.70588235294117,4.9830060382415455,0.7445081229539777,0.2554918770460223,5,0
14,2002,143.0,3.239392316758275,0.676058049042543,0.32394195095745704,5,0
16,2298,143.625,3.3249401964381273,0.8195037782150469,0.18049622178495306,3,0
10,4452,445.2,4.253767727160909,0.47410195951732775,0.5258980404826723,3,0
11,1828,166.1818181818182,4.443375436899318,0.46792549305999204,0.5320745069400079,4,0
5,3839,767.8,3.5523751863659645,0.4468335179702836,0.5531664820297164,5,0
5,3170,634.0,1.0978884178644934,0.7178591977092179,0.2821408022907821,5,0
20,1109,55.45,4.970216547393804,0.5540676168298948,0.4459323831701052,2,0
17,3573,210.1764705882353,3.5346931751855357,0.428573077654838,0.571426922345162,5,0
13,531,40.84615384615385,2.2560763306531113,0.5156014623390234,0.4843985376609766,2,0
6,3573,595.5,4.45890365637462,0.5028285289647769,0.4971714710352231,2,0
5,4636,927.2,2.5783535779082065,0.7329925797963843,0.2670074202036157,1,0
19,3684,193.89473684210526,3.343261325954777,0.8036511544088667,0.1963488455911333,5,0
7,2328,332.57142857142856,4.166780657458254,0.845707737179866,0.15429226282013397,3,0
6,677,112.83333333333333,4.9380904289625445,0.7694472011087059,0.2305527988912941,5,0
10,1666,166.6,3.0552647615259705,0.7341524295009121,0.2658475704990879,4,0
19,4728,248.8421052631579,1.1302288924909374,0.7030214790058816,0.29697852099411837,4,0
9,4058,450.8888888888889,2.0451346438462172,0.6599493198106788,0.34005068018932116,2,0
9,4294,477.1111111111111,2.307714573017733,0.8362328120983964,0.1637671879016036,3,0
7,4946,706.5714285714286,1.898292693705112,0.4362810934584582,0.5637189065415418,5,0
14,4141,295.7857142857143,2.0443067413735383,0.6405383702916274,0.3594616297083726,1,0
7,4101,585.8571428571429,3.232519736845531,0.5127672593073369,0.4872327406926631,1,0
14,3851,275.07142857142856,4.16896720382594,0.47254698287542324,0.5274530171245768,3,0
11,3823,347.54545454545456,4.531251837456518,0.4723357204077171,0.5276642795922829,4,0
18,3122,173.44444444444446,1.0119838512265447,0.8487926077861914,0.15120739221380863,5,0
7,3791,541.5714285714286,3.0809494575954712,0.5095341696232788,0.4904658303767212,5,0
14,3142,224.42857142857142,1.5750156288630395,0.6947726265931822,0.3052273734068178,3,0
14,974,69.57142857142857,3.959503814795032,0.42301727942400097,0.576982720575999,5,0
18,4502,250.11111111111111,3.699004422254518,0.8550830120029709,0.14491698799702912,2,0
20,673,33.65,2.750267740780249,0.5313001401425951,0.4686998598574049,4,0
13,2183,167.92307692307693,1.2435651895940203,0.7576048181537045,0.2423951818462955,5,0
20,1278,63.9,2.0457146629903633,0.8767861118623804,0.12321388813761958,4,0
9,3317,368.55555555555554,2.269183061391442,0.6558894310336147,0.34411056896638526,5,0
10,1638,163.8,2.001228824197976,0.6072595330017989,0.3927404669982011,2,0
15,3838,255.86666666666667,4.01500404740184,0.41007785778124356,0.5899221422187564,5,0
16,3083,192.6875,1.1088208043882446,0.4143087912268804,0.5856912087731196,1,0
12,4900,408.3333333333333,3.2103101660725355,0.7863994653914326,0.21360053460856743,5,0
10,790,79.0,4.417706682100915,0.8683653177998791,0.13163468220012087,4,0
9,590,65.55555555555556,1.1496726622321622,0.5109139360820227,0.48908606391797727,2,0
11,2891,262.8181818181818,2.565400246717534,0.5413530466979544,0.45864695330204563,1,0
6,879,146.5,4.103564491784026,0.8374659228033194,0.16253407719668056,3,0
18,2236,124.22222222222223,2.0816584833595217,0.5771748132621948,0.4228251867378052,5,0
13,4349,334.53846153846155,2.903849455007305,0.6844291121860575,0.3155708878139425,5,0
6,4017,669.5,4.664724267755109,0.8760806479510903,0.12391935204890969,4,0
20,3834,191.7,3.106358597094994,0.4733794581471741,0.5266205418528259,3,0
6,3825,637.5,4.929440704055237,0.40757929795522474,0.5924207020447753,2,0
16,1448,90.5,1.7834847619041914,0.8091076340043593,0.19089236599564074,1,0
11,2678,243.45454545454547,4.025980948716847,0.5717272278777903,0.4282727721222097,1,0
13,2947,226.69230769230768,1.2784795577564139,0.5766854845399028,0.42331451546009724,5,0
5,970,194.0,4.018654015471489,0.5990983494041024,0.40090165059589755,2,0
16,660,41.25,4.3194978768100825,0.60331825083731,0.39668174916268995,1,0
17,4604,270.8235294117647,4.013140057122521,0.4947755229059103,0.5052244770940897,3,0
20,4699,234.95,4.690441132440748,0.8224408053961048,0.17755919460389524,1,0
12,2864,238.66666666666666,3.6255465145033443,0.43938959966489266,0.5606104003351073,3,0
12,3862,321.8333333333333,1.944904615481986,0.43734059016420535,0.5626594098357947,1,0
10,3655,365.5,4.295620340261106,0.7760211143789517,0.22397888562104828,3,0
9,1459,162.11111111111111,1.803443465658158,0.4949521842333085,0.5050478157666916,2,0
14,3996,285.42857142857144,4.70906579448577,0.5241653749018036,0.4758346250981964,4,0
20,1453,72.65,4.360654527618481,0.4697953647209426,0.5302046352790575,1,0
7,4740,677.1428571428571,2.913144494851166,0.891567883843869,0.10843211615613102,5,0
7,4658,665.4285714285714,1.9429450471208067,0.8364486101538842,0.16355138984611584,3,0
18,1437,79.83333333333333,2.1637375568046293,0.7134946600220613,0.2865053399779387,3,0
7,923,131.85714285714286,2.7365860989427624,0.44691970101361617,0.5530802989863839,5,0
10,1011,101.1,3.454065406913116,0.6693885502736363,0.3306114497263637,4,0
16,849,53.0625,2.18220384477465,0.4393136807024807,0.5606863192975193,4,0
6,4433,738.8333333333334,4.848272508150629,0.6305478562364999,0.3694521437635001,4,0
11,2509,228.0909090909091,2.934187183076822,0.40217604444495475,0.5978239555550453,1,0
7,615,87.85714285714286,4.67329636242855,0.8262629101136774,0.17373708988632264,2,0
6,1481,246.83333333333334,3.020209938323884,0.8923013193262112,0.10769868067378885,3,0
5,2923,584.6,4.08275556977586,0.7124952898489058,0.28750471015109424,5,0
18,2888,160.44444444444446,4.583039572995972,0.46370634189832977,0.5362936581016702,4,0
12,1878,156.5,4.347906211962761,0.6880739851663491,0.3119260148336509,5,0
19,1869,98.36842105263158,1.1032676704773086,0.6032367561083518,0.3967632438916482,1,0
5,726,145.2,4.14023656554701,0.6767661111698315,0.32323388883016846,1,0
11,3209,291.72727272727275,4.338729337060162,0.45224677950170533,0.5477532204982947,5,0
8,4041,505.125,3.838812379023998,0.8823440350542502,0.11765596494574981,4,0
16,2232,139.5,1.834199273865031,0.6579727680852931,0.34202723191470685,2,0
18,3867,214.83333333333334,1.0206588173122562,0.8223232420191076,0.17767675798089244,2,0
11,1950,177.27272727272728,1.3318788643739325,0.5937549204214416,0.4062450795785584,3,0
8,1039,129.875,1.3007101654922484,0.4400408678105539,0.5599591321894462,5,0
19,4711,247.94736842105263,4.262062675338447,0.47493261514655066,0.5250673848534493,1,0
5,2635,527.0,3.2998710774656765,0.8147674329091845,0.18523256709081548,1,0
6,2023,337.1666666666667,3.9495725401826745,0.789594722301538,0.21040527769846196,2,0
14,3642,260.14285714285717,4.88219201556524,0.8377505641050123,0.16224943589498775,1,0
11,4167,378.8181818181818,1.7398613749312344,0.6777039666964184,0.3222960333035816,1,0
13,3223,247.92307692307693,1.4072317003481292,0.8734581845790304,0.12654181542096965,1,0
12,3697,308.0833333333333,1.2063575078080437,0.8485168418004521,0.15148315819954794,2,0
9,1129,125.44444444444444,3.3511101131631613,0.5358409622748603,0.46415903772513967,1,0
17,2344,137.88235294117646,1.1043117992946136,0.41499095136281217,0.5850090486371878,4,0
8,3270,408.75,4.984388241261513,0.49564593167934384,0.5043540683206562,2,0
16,1109,69.3125,3.8532065215980356,0.5177051847347747,0.48229481526522533,4,0
12,838,69.83333333333333,3.7490775393489386,0.4071733280277594,0.5928266719722406,2,0
10,2798,279.8,1.3369314662827594,0.7056200803967987,0.2943799196032013,2,0
16,4894,305.875,1.3177880156275967,0.6240959174899374,0.3759040825100626,3,0
7,2825,403.57142857142856,3.6375928671562137,0.6240403899557969,0.3759596100442031,3,0
6,1539,256.5,3.0265597297790903,0.4115280690461093,0.5884719309538907,1,0
7,4415,630.7142857142857,4.46640401915647,0.568099805864009,0.431900194135991,5,0
10,2636,263.6,4.84476094581907,0.6013436869920028,0.3986563130079972,4,0
13,1941,149.30769230769232,4.354122626654374,0.7676684882577461,0.23233151174225386,3,0
16,4546,284.125,2.9301227026562957,0.6529098543312999,0.3470901456687001,5,0
11,1823,165.72727272727272,2.225627545258818,0.736797164951559,0.263202835048441,5,0
9,4641,515.6666666666666,3.8033022035898,0.6810738867545527,0.3189261132454473,1,0
8,1257,157.125,1.4679324351804532,0.5987652058176393,0.40123479418236074,5,0
8,2694,336.75,4.653142837855238,0.7050758345949761,0.29492416540502386,5,0
11,1174,106.72727272727273,4.241736617628513,0.7990782494009722,0.20092175059902784,3,0
5,1171,234.2,2.9106153079044703,0.4991790951829023,0.5008209048170977,2,0
20,2487,124.35,2.90870084083515,0.7510073491114224,0.24899265088857758,4,0
17,2574,151.41176470588235,2.670448143433589,0.5899531290638145,0.4100468709361855,2,0
6,3420,570.0,4.999783211715832,0.6570443387093112,0.3429556612906888,1,0
16,1349,84.3125,2.9962477481851497,0.8031587254917811,0.19684127450821887,1,0
9,4975,552.7777777777778,2.415157205350081,0.6052281090303895,0.3947718909696105,1,0
18,2895,160.83333333333334,1.4904808686412654,0.896122633607028,0.10387736639297196,2,0
20,1421,71.05,1.2285761146339969,0.5727955833643088,0.4272044166356912,3,0
